meeting_hours_per_week,meeting_counts_per_week,messages_sent_per_day,messages_received_per_day,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,task_comment_sentiment_mean,logged_hours_per_week,variance_in_work_hours,late_start_count_per_month,early_exit_count_per_month,absenteeism_rate,avg_break_length_minutes,performance_score,burnout_risk_score
6.3,13,104,117,7.0,0.37,0.096,0.88,10.2,17,14,0.84,4.5,0.22,0.25,42.3,1.32,3,1,0.06,50.0,0.75,0.39
15.0,11,86,90,9.4,0.26,0.245,0.95,16.3,19,17,0.89,10.0,0.09,0.14,40.3,2.41,0,0,0.036,30.0,0.73,0.49
6.3,17,76,34,1.0,0.22,0.1,1.4,5.0,29,26,0.9,8.6,0.02,0.39,35.0,2.3,2,2,0.057,35.5,0.83,0.22
8.6,13,67,138,12.4,0.53,0.122,0.6,21.1,31,23,0.76,3.8,0.3,-0.46,39.4,1.54,1,0,0.043,37.4,0.58,0.33
12.6,9,92,105,4.5,0.48,0.289,0.87,11.4,20,15,0.73,10.2,0.3,-0.06,44.5,2.11,3,0,0.065,39.5,0.62,0.56
14.0,19,58,88,10.5,0.44,0.077,0.65,16.6,32,23,0.71,6.4,0.27,-0.02,44.6,1.3,2,0,0.062,31.0,0.63,0.49
14.2,16,87,125,7.3,0.72,0.067,0.69,11.7,22,21,0.97,9.2,0.09,-0.45,47.3,0.79,5,0,0.078,30.5,0.74,0.57
11.6,12,61,145,4.6,0.22,0.069,0.6,14.5,23,18,0.8,10.0,0.24,0.31,47.0,1.76,4,3,0.008,65.2,0.74,0.33
11.1,12,57,30,6.0,0.46,0.005,1.4,5.0,22,16,0.73,5.2,0.3,-0.55,38.4,1.68,6,2,0.027,30.0,0.64,0.47
9.8,12,64,113,11.1,0.58,0.171,0.6,10.1,39,33,0.84,7.7,0.14,-0.43,39.0,1.03,4,1,0.015,34.1,0.66,0.42
10.3,13,70,57,3.6,0.41,0.047,1.21,16.2,26,19,0.72,4.8,0.3,-1.0,39.2,1.05,2,0,0.05,54.3,0.58,0.53
6.3,13,78,114,6.3,0.6,0.022,0.68,13.4,28,20,0.73,8.8,0.3,-0.06,41.4,1.97,1,0,0.053,36.6,0.65,0.25
5.5,8,85,103,13.3,0.23,0.125,0.82,5.0,16,14,0.85,6.3,0.07,-0.46,39.5,0.66,4,1,0.016,51.0,0.71,0.35
8.0,20,20,119,23.0,0.37,0.075,0.6,12.3,19,16,0.85,8.9,0.16,-0.21,41.3,1.78,2,0,0.034,39.0,0.73,0.33
7.5,11,59,85,12.4,0.4,0.09,0.69,7.9,26,23,0.87,10.6,0.14,0.21,38.5,1.34,1,0,0.048,51.6,0.74,0.32
6.6,13,70,43,5.4,0.13,0.017,1.4,7.5,34,30,0.9,7.6,0.12,0.04,45.1,1.78,1,2,0.053,30.0,0.72,0.25
10.1,11,117,86,8.2,0.33,0.168,1.34,5.0,29,26,0.9,5.7,0.1,-0.19,38.2,1.99,3,1,0.008,30.0,0.72,0.44
10.9,21,52,112,10.2,0.19,0.013,0.6,15.1,24,20,0.83,5.8,0.23,-0.61,38.0,1.06,2,1,0.074,39.0,0.66,0.44
8.3,11,84,130,8.3,0.52,0.348,0.64,17.6,22,20,0.89,1.0,0.1,-0.03,44.1,0.93,2,1,0.003,30.0,0.66,0.4
12.4,9,117,64,14.5,0.17,0.052,1.4,22.6,18,14,0.79,3.9,0.21,0.15,44.9,2.23,1,2,0.078,44.0,0.67,0.36
4.6,8,47,130,11.1,0.65,0.314,0.6,5.0,20,17,0.83,8.8,0.18,0.13,41.1,1.47,5,1,0.025,30.0,0.71,0.37
7.4,12,89,80,14.5,0.58,0.065,1.1,15.8,21,17,0.82,8.9,0.17,0.46,45.5,1.66,2,4,0.025,30.0,0.67,0.25
5.8,16,59,110,8.4,0.09,0.149,0.6,16.2,25,20,0.8,3.8,0.13,-0.23,45.2,1.96,1,2,0.036,67.1,0.63,0.35
2.4,12,67,84,16.6,0.18,0.009,0.79,9.1,33,25,0.77,6.5,0.24,-0.53,49.6,1.02,3,1,0.056,49.1,0.6,0.31
7.8,9,59,105,9.2,0.23,0.371,0.6,7.4,19,14,0.72,5.4,0.29,-0.09,44.9,1.95,1,1,0.013,30.0,0.61,0.4
7.6,15,61,126,5.1,0.43,0.025,0.6,6.6,24,20,0.85,8.1,0.13,0.03,48.8,1.82,1,1,0.02,44.3,0.71,0.31
12.5,10,148,63,20.9,0.6,0.11,1.4,9.4,29,25,0.86,12.6,0.13,-0.03,42.2,2.24,1,2,0.077,42.9,0.69,0.39
9.9,18,101,79,1.0,0.35,0.267,1.26,13.0,19,15,0.8,8.1,0.04,-0.16,47.6,2.23,4,0,0.07,30.0,0.62,0.48
4.9,6,107,105,6.3,0.67,0.122,1.01,18.8,21,21,0.99,4.0,0.07,-0.76,47.7,1.53,0,0,0.017,50.2,0.75,0.44
13.6,12,92,172,6.9,0.27,0.158,0.6,17.5,30,26,0.87,5.8,0.18,-0.38,41.4,1.88,4,1,0.046,59.3,0.65,0.52
11.7,22,39,74,22.5,0.34,0.292,0.6,5.0,24,23,0.97,10.2,0.0,0.27,39.2,1.52,3,2,0.016,38.7,0.72,0.49
9.7,12,89,161,19.0,0.28,0.23,0.6,8.1,17,15,0.87,1.8,0.1,0.09,39.9,1.57,2,1,0.044,40.6,0.75,0.39
7.3,13,106,160,17.5,0.59,0.29,0.66,18.5,26,20,0.76,4.2,0.3,0.09,43.7,0.94,2,1,0.029,36.6,0.62,0.38
5.1,8,58,97,8.3,0.27,0.102,0.6,8.3,24,24,0.99,8.1,0.0,0.2,37.4,1.39,1,0,0.029,50.8,0.76,0.31
6.9,10,104,91,22.1,0.59,0.047,1.13,11.7,25,24,0.97,9.9,0.06,0.26,40.2,0.6,2,4,0.051,41.3,0.81,0.19
11.3,13,97,79,11.8,0.39,0.061,1.21,5.0,27,23,0.84,7.8,0.13,0.2,46.8,1.43,2,3,0.02,41.9,0.72,0.37
13.7,15,126,97,14.9,0.18,0.085,1.29,17.8,21,16,0.77,4.2,0.25,-0.14,44.7,2.16,2,0,0.032,32.9,0.66,0.43
12.6,11,69,57,10.9,0.38,0.195,1.19,5.0,30,23,0.77,7.6,0.24,-0.13,35.0,1.89,3,0,0.074,75.6,0.62,0.48
6.5,9,52,97,9.8,0.26,0.093,0.6,5.0,27,25,0.94,7.2,0.04,-0.82,36.7,1.56,2,0,0.06,41.1,0.66,0.5
4.6,8,70,144,8.7,0.48,0.106,0.6,17.3,40,29,0.72,7.1,0.3,-0.4,50.0,1.4,3,1,0.031,55.5,0.57,0.28
8.4,8,115,81,9.0,0.55,0.018,1.4,21.6,24,21,0.89,5.7,0.08,-0.17,46.7,1.23,1,0,0.018,49.0,0.69,0.44
2.7,14,34,92,13.0,0.53,0.066,0.6,10.5,30,27,0.89,6.2,0.02,0.05,39.7,1.04,3,0,0.053,30.0,0.85,0.24
9.0,11,28,48,11.8,0.43,0.125,0.6,11.8,24,18,0.75,3.3,0.2,-0.38,36.0,1.91,2,1,0.065,39.4,0.59,0.44
7.6,13,82,111,9.8,0.25,0.053,0.73,16.5,22,20,0.91,13.4,0.04,0.35,37.0,0.73,1,1,0.069,30.0,0.73,0.18
6.6,6,68,107,17.5,0.34,0.086,0.63,13.4,27,25,0.91,6.5,0.01,-0.17,44.0,0.72,2,1,0.045,59.7,0.76,0.41
3.2,18,80,101,1.0,0.15,0.021,0.78,10.1,24,19,0.81,7.6,0.21,0.22,49.9,1.95,1,0,0.041,30.0,0.72,0.31
9.5,11,103,93,12.5,0.7,0.178,1.1,9.6,32,27,0.85,5.3,0.15,-0.33,49.7,1.6,2,0,0.058,52.4,0.66,0.49
6.4,15,66,91,13.6,0.26,0.065,0.72,5.0,35,33,0.95,8.5,0.07,-0.15,35.7,1.52,2,3,0.014,59.9,0.73,0.3
4.5,14,33,115,15.7,0.45,0.074,0.6,13.2,33,28,0.86,2.1,0.17,-0.27,40.8,1.6,4,0,0.068,49.2,0.67,0.33
2.0,12,131,99,9.7,0.09,0.032,1.31,11.5,22,19,0.89,1.0,0.15,-0.2,38.6,2.51,4,2,0.006,45.1,0.71,0.22
7.9,11,55,109,11.0,0.35,0.02,0.6,9.8,30,25,0.82,5.9,0.2,0.26,42.5,1.53,0,1,0.048,39.1,0.76,0.27
13.3,11,53,106,14.9,0.09,0.113,0.6,7.0,32,24,0.74,12.2,0.21,-0.2,36.7,1.65,1,1,0.047,43.1,0.63,0.54
13.0,15,107,133,17.5,0.65,0.313,0.8,7.5,23,23,1.0,9.6,0.03,-0.02,39.8,2.53,1,0,0.025,30.0,0.79,0.51
6.6,7,70,120,8.5,0.26,0.071,0.6,15.1,24,21,0.86,3.6,0.15,-0.27,38.5,1.47,2,1,0.003,47.7,0.69,0.38
6.2,18,78,105,11.3,0.44,0.137,0.74,16.4,22,18,0.8,7.5,0.3,-0.28,44.1,2.36,0,2,0.057,60.8,0.63,0.5
9.4,12,92,145,18.4,0.41,0.169,0.63,10.4,20,18,0.91,4.1,0.09,0.08,39.9,0.45,3,2,0.002,31.9,0.72,0.46
5.0,10,107,112,1.0,0.12,0.235,0.95,9.8,15,13,0.89,7.3,0.13,-0.1,40.5,0.92,3,1,0.014,45.3,0.77,0.3
8.9,12,71,139,6.5,0.23,0.194,0.6,7.7,23,18,0.77,7.5,0.23,-0.17,44.0,1.17,2,1,0.044,43.4,0.64,0.53
10.3,7,117,118,17.3,0.26,0.247,0.98,16.7,31,30,0.96,8.8,0.04,0.37,48.6,1.79,2,3,0.075,49.7,0.78,0.47
11.7,19,26,44,15.5,0.05,0.083,0.6,12.2,26,19,0.72,1.3,0.28,-0.1,50.0,2.39,4,1,0.005,37.0,0.7,0.55
7.7,9,98,139,12.6,0.42,0.221,0.7,13.8,27,24,0.88,2.2,0.1,-0.34,43.8,1.2,2,2,0.046,30.0,0.69,0.43
7.4,7,59,104,7.8,0.07,0.148,0.6,13.8,29,24,0.84,5.8,0.17,-0.09,41.6,1.99,0,2,0.026,30.0,0.71,0.39
5.4,8,114,98,5.6,0.47,0.14,1.15,10.5,23,18,0.8,2.9,0.24,-0.3,47.3,2.62,4,2,0.054,30.0,0.64,0.38
5.5,12,83,108,7.0,0.39,0.089,0.76,6.2,23,22,0.95,2.7,0.03,0.23,46.7,2.28,1,2,0.076,56.6,0.75,0.28
7.3,7,63,89,17.7,0.55,0.064,0.7,7.0,20,18,0.9,6.8,0.14,-0.01,45.5,1.3,2,0,0.021,51.0,0.77,0.44
9.1,12,96,106,6.9,0.04,0.223,0.9,17.6,29,27,0.93,3.3,0.11,0.33,35.7,1.93,2,2,0.076,44.8,0.71,0.33
10.7,16,102,82,10.5,0.66,0.091,1.23,8.4,24,20,0.82,12.8,0.13,-0.25,46.8,1.67,2,1,0.07,34.5,0.64,0.39
5.6,15,96,138,6.2,0.03,0.134,0.69,9.9,37,36,0.98,4.4,0.0,0.04,43.4,1.17,1,2,0.049,42.6,0.75,0.3
12.5,13,54,96,14.2,0.43,0.197,0.6,6.3,18,14,0.8,5.2,0.22,-0.44,38.4,1.71,2,1,0.061,44.6,0.63,0.52
7.2,11,67,88,7.3,0.08,0.036,0.75,5.9,21,18,0.86,6.9,0.11,-0.02,39.3,1.26,0,0,0.069,37.2,0.71,0.41
7.9,14,79,72,9.5,0.27,0.101,1.08,8.2,33,32,0.98,1.5,0.0,-0.36,44.3,1.56,0,2,0.064,37.8,0.68,0.4
5.8,13,78,108,1.6,0.08,0.024,0.72,20.4,20,14,0.72,7.5,0.3,-0.1,35.0,0.81,4,2,0.026,64.6,0.71,0.26
2.0,17,98,105,1.9,0.22,0.284,0.92,15.3,38,28,0.73,7.0,0.22,-0.14,41.5,0.62,4,0,0.065,30.0,0.64,0.3
10.7,6,29,111,10.0,0.41,0.013,0.6,9.4,19,19,1.0,5.0,0.0,0.15,39.4,1.36,1,0,0.025,59.9,0.79,0.43
10.2,12,88,69,3.4,0.38,0.037,1.26,17.4,38,38,0.99,6.8,0.0,0.34,39.0,1.66,1,0,0.069,30.0,0.83,0.35
7.2,9,72,51,20.5,0.24,0.115,1.38,11.2,21,20,0.93,7.3,0.08,0.09,40.2,0.94,1,0,0.02,69.1,0.77,0.35
8.2,10,59,118,1.0,0.56,0.21,0.6,18.8,20,17,0.85,10.3,0.16,-0.44,36.1,1.76,3,0,0.046,30.0,0.64,0.47
9.5,9,61,144,6.0,0.09,0.085,0.6,23.1,34,29,0.85,13.5,0.24,-0.31,46.2,1.52,3,3,0.055,52.0,0.68,0.47
3.3,9,74,69,10.1,0.08,0.089,1.06,17.1,32,25,0.78,2.8,0.18,-0.11,35.0,1.83,2,0,0.034,35.1,0.68,0.26
6.4,7,20,147,8.2,0.09,0.022,0.6,12.5,22,18,0.83,2.1,0.18,-0.18,42.7,1.97,3,1,0.063,42.5,0.71,0.44
10.4,13,62,108,4.5,0.28,0.058,0.6,15.5,24,20,0.83,6.3,0.23,-0.19,38.6,2.17,4,3,0.074,43.0,0.67,0.35
4.2,10,58,99,5.2,0.07,0.098,0.6,12.1,24,17,0.71,1.0,0.26,0.33,49.9,1.8,0,0,0.015,54.1,0.69,0.11
8.9,10,93,88,5.0,0.32,0.19,1.04,5.0,27,23,0.84,7.9,0.2,-0.07,42.1,1.35,3,1,0.003,30.0,0.68,0.44
3.9,8,59,58,8.6,0.3,0.03,1.0,8.7,21,18,0.84,6.3,0.06,0.15,35.0,1.59,0,1,0.05,44.5,0.72,0.27
9.4,10,74,129,19.8,0.23,0.532,0.6,7.2,17,15,0.9,7.1,0.19,-0.69,44.2,2.66,4,1,0.048,47.8,0.59,0.67
7.9,9,118,76,10.4,0.09,0.152,1.4,8.6,28,24,0.85,5.1,0.19,0.13,37.6,1.99,2,1,0.027,35.1,0.69,0.23
3.2,13,104,76,15.9,0.49,0.065,1.35,21.0,19,18,0.96,6.8,0.01,0.95,45.9,1.54,4,1,0.063,43.3,0.84,0.11
11.5,13,102,129,12.5,0.32,0.178,0.78,17.6,21,17,0.81,7.4,0.23,0.27,44.5,1.42,1,0,0.066,35.0,0.69,0.35
5.8,14,67,43,15.6,0.28,0.153,1.4,14.2,22,18,0.82,6.6,0.24,-0.27,47.9,1.2,1,3,0.027,53.3,0.69,0.34
5.6,16,93,54,1.0,0.2,0.142,1.4,16.1,26,23,0.87,2.0,0.06,0.72,42.7,0.91,1,1,0.055,50.5,0.78,0.13
8.6,14,74,99,8.5,0.36,0.162,0.74,5.0,20,15,0.76,6.5,0.21,-0.1,45.3,2.35,2,0,0.051,48.3,0.64,0.34
11.4,11,75,108,16.5,0.65,0.334,0.69,15.6,24,20,0.82,11.6,0.25,-0.06,42.2,1.74,1,3,0.027,54.9,0.65,0.52
5.0,12,90,114,7.1,0.17,0.135,0.78,16.7,29,26,0.91,6.7,0.1,-0.08,39.6,0.87,2,0,0.078,63.7,0.71,0.28
8.2,15,65,90,18.8,0.17,0.151,0.71,5.0,19,16,0.82,6.4,0.2,-0.19,46.3,1.44,2,2,0.028,30.1,0.72,0.36
9.3,13,117,175,17.4,0.12,0.049,0.66,15.8,24,23,0.97,10.7,0.03,-0.61,37.1,2.14,3,1,0.05,78.3,0.7,0.59
10.1,14,75,93,7.7,0.34,0.128,0.8,5.0,30,27,0.88,3.8,0.16,0.18,41.9,1.28,2,3,0.03,50.9,0.75,0.35
8.5,16,95,93,7.5,0.46,0.116,1.01,5.0,35,26,0.75,8.7,0.28,-0.27,39.7,1.09,2,1,0.001,37.5,0.64,0.42
6.9,13,116,76,4.9,0.13,0.253,1.4,18.6,25,21,0.85,4.4,0.16,-0.12,45.4,1.68,4,1,0.007,79.5,0.69,0.5
5.5,11,105,103,6.9,0.29,0.054,1.01,7.0,19,18,0.93,9.3,0.0,0.18,38.2,1.83,1,1,0.019,38.8,0.75,0.28
8.3,12,44,118,3.8,0.27,0.092,0.6,8.4,30,27,0.89,8.4,0.14,-0.16,40.4,1.28,3,1,0.065,30.0,0.72,0.48
4.8,18,91,136,12.1,0.36,0.142,0.66,16.9,37,36,0.97,4.8,0.07,0.11,42.2,1.2,1,0,0.035,37.4,0.71,0.25
2.0,7,101,55,2.7,0.39,0.174,1.4,10.5,26,24,0.92,5.2,0.01,0.45,48.0,1.73,6,0,0.047,36.6,0.76,0.25
9.3,16,102,92,13.0,0.23,0.132,1.1,11.1,26,19,0.72,8.9,0.22,-0.0,39.9,0.94,3,2,0.076,61.3,0.62,0.41
10.7,6,52,113,13.1,0.1,0.182,0.6,11.0,25,18,0.73,1.0,0.29,-0.24,40.4,1.23,5,0,0.012,43.3,0.61,0.53
2.0,9,63,117,1.7,0.11,0.06,0.6,13.7,24,21,0.89,4.7,0.11,-0.05,36.6,1.44,5,1,0.069,46.5,0.72,0.26
5.0,15,104,100,17.7,0.18,0.185,1.03,10.9,24,19,0.77,7.9,0.13,0.03,38.1,1.87,4,2,0.03,46.0,0.72,0.26
9.9,16,60,116,12.6,0.38,0.176,0.6,12.6,27,24,0.88,5.1,0.08,-0.23,43.7,1.29,3,0,0.027,62.5,0.72,0.61
14.2,13,72,75,13.7,0.14,0.314,0.95,9.5,23,22,0.94,6.4,0.08,0.08,42.1,1.78,2,0,0.05,40.2,0.74,0.42
8.1,10,119,146,6.2,0.35,0.037,0.81,13.8,21,18,0.87,1.0,0.16,0.14,42.2,2.08,3,3,0.072,41.9,0.72,0.27
5.8,12,78,129,13.1,0.34,0.244,0.6,13.6,26,21,0.82,3.4,0.15,-0.02,49.0,1.25,4,0,0.028,34.7,0.67,0.42
7.5,18,61,59,15.6,0.76,0.12,1.02,21.5,17,15,0.89,8.0,0.1,-0.13,35.3,3.0,3,1,0.061,38.7,0.68,0.37
12.1,8,58,67,9.5,0.58,0.053,0.85,10.1,32,24,0.74,3.7,0.21,-0.2,50.0,2.21,1,1,0.002,52.9,0.59,0.5
6.1,19,88,68,20.0,0.43,0.169,1.28,11.1,22,20,0.92,2.1,0.15,0.15,46.7,1.64,3,0,0.05,55.9,0.7,0.37
5.6,8,46,120,10.2,0.23,0.163,0.6,13.2,30,27,0.91,9.2,0.1,-0.33,40.7,1.41,1,1,0.05,70.5,0.73,0.35
6.6,13,73,61,15.7,0.23,0.172,1.18,16.8,27,23,0.85,7.5,0.11,-0.26,43.6,1.22,4,1,0.044,43.4,0.66,0.45
5.1,14,88,90,11.5,0.37,0.371,0.97,6.5,21,16,0.78,2.7,0.16,-0.54,39.3,2.33,2,2,0.075,41.0,0.58,0.47
8.4,10,112,113,12.9,0.11,0.133,0.98,12.5,30,28,0.94,6.4,0.0,0.11,43.3,1.61,1,0,0.075,51.0,0.79,0.43
12.9,10,96,98,1.6,0.28,0.011,0.97,5.0,20,17,0.85,2.8,0.24,0.12,50.0,0.78,1,2,0.027,38.0,0.64,0.42
9.0,16,62,107,11.9,0.59,0.041,0.6,10.6,23,17,0.72,5.5,0.27,0.23,39.4,0.64,2,2,0.037,35.4,0.65,0.33
7.2,10,109,68,6.3,0.06,0.132,1.4,17.4,27,26,0.98,6.5,0.0,0.56,41.1,1.56,1,2,0.063,49.9,0.79,0.27
7.1,8,72,117,5.8,0.14,0.313,0.61,8.4,30,28,0.93,3.6,0.06,-0.17,39.0,1.57,2,1,0.068,39.1,0.71,0.47
3.3,23,49,81,18.7,0.68,0.236,0.6,12.9,26,23,0.88,8.2,0.09,0.08,39.6,1.04,4,1,0.033,40.7,0.74,0.28
10.6,17,75,90,8.9,0.46,0.299,0.82,9.4,22,18,0.83,8.7,0.16,-0.18,40.4,0.74,2,0,0.028,54.1,0.68,0.49
7.8,13,115,107,5.0,0.48,0.161,1.06,7.7,16,16,0.99,6.8,0.01,0.58,37.6,0.52,4,1,0.066,49.7,0.87,0.2
7.5,11,84,103,8.2,0.44,0.19,0.81,16.9,17,16,0.93,7.2,0.07,0.42,40.9,1.12,0,1,0.03,75.0,0.8,0.31
15.0,15,80,100,3.5,0.14,0.08,0.79,6.8,28,24,0.86,1.6,0.08,0.07,42.2,1.32,1,0,0.032,58.8,0.74,0.38
8.9,10,120,77,17.2,0.41,0.234,1.4,13.5,32,29,0.9,10.1,0.15,-0.23,40.4,1.85,0,0,0.011,33.5,0.77,0.47
5.7,12,44,91,6.5,0.18,0.226,0.6,13.5,33,26,0.78,5.7,0.19,-1.0,35.0,1.43,1,2,0.043,39.0,0.5,0.54
6.7,16,47,100,12.6,0.44,0.391,0.6,7.7,18,14,0.76,3.2,0.21,-0.54,41.4,2.03,1,0,0.026,30.0,0.65,0.62
11.4,16,39,58,16.8,0.22,0.226,0.66,12.8,26,20,0.78,6.4,0.18,-0.64,41.8,1.8,1,2,0.047,30.4,0.65,0.56
8.3,11,89,86,7.5,0.67,0.199,1.02,7.3,26,20,0.79,8.2,0.16,-0.49,49.6,1.76,1,1,0.036,63.9,0.62,0.53
3.7,12,84,111,12.7,0.09,0.106,0.75,14.6,32,30,0.92,7.5,0.09,0.57,42.1,1.99,1,3,0.06,40.8,0.77,0.17
10.8,21,118,61,4.8,0.13,0.049,1.4,5.4,29,22,0.74,2.7,0.3,-0.59,45.7,0.81,3,0,0.022,30.0,0.58,0.48
6.0,7,86,134,22.2,0.46,0.131,0.64,10.3,25,23,0.93,8.3,0.03,-0.25,40.3,1.23,0,0,0.014,30.0,0.72,0.37
13.6,5,69,138,14.7,0.27,0.34,0.6,10.7,20,17,0.86,5.8,0.05,-0.23,47.2,2.7,3,1,0.056,30.0,0.71,0.54
11.2,9,80,62,9.0,0.38,0.331,1.27,17.6,22,18,0.82,7.5,0.13,0.75,38.2,0.55,1,1,0.031,33.0,0.67,0.38
6.7,11,82,140,6.1,0.44,0.122,0.6,12.7,21,17,0.79,3.6,0.19,-0.11,44.0,1.35,2,0,0.045,45.1,0.73,0.4
11.8,15,38,95,9.4,0.36,0.205,0.6,16.8,20,17,0.85,9.1,0.08,0.31,45.4,1.74,1,0,0.075,39.1,0.73,0.44
8.2,10,147,112,8.3,0.18,0.377,1.3,14.8,27,21,0.8,6.5,0.17,-0.02,44.8,0.56,2,1,0.039,55.5,0.69,0.43
10.6,15,92,85,19.8,0.21,0.249,1.07,14.7,22,18,0.83,9.6,0.14,-0.64,50.0,1.12,1,0,0.012,31.0,0.59,0.68
9.5,12,85,127,3.9,0.14,0.042,0.66,10.3,24,22,0.92,1.4,0.08,0.48,39.7,2.5,2,1,0.034,63.4,0.82,0.21
5.5,16,95,112,10.7,0.47,0.059,0.84,17.1,26,23,0.89,1.8,0.04,0.18,47.7,1.59,1,1,0.038,43.0,0.77,0.28
6.1,12,97,75,9.9,0.51,0.188,1.28,10.2,22,20,0.92,5.3,0.1,-0.04,46.6,1.21,2,0,0.061,51.9,0.74,0.31
11.1,9,76,65,9.4,0.12,0.009,1.15,5.0,27,25,0.91,10.4,0.17,0.46,42.2,1.61,3,0,0.016,37.2,0.77,0.29
7.0,8,64,56,9.5,0.29,0.128,1.12,10.9,32,30,0.94,11.9,0.13,-0.13,49.4,1.21,3,1,0.028,60.3,0.72,0.47
6.8,14,94,105,9.4,0.64,0.264,0.89,14.3,21,16,0.76,3.3,0.21,-0.15,41.4,2.36,1,1,0.004,30.0,0.6,0.44
5.1,18,89,117,14.4,0.33,0.031,0.75,5.0,27,27,1.0,6.2,0.03,-0.04,42.1,1.0,1,3,0.056,30.0,0.8,0.24
9.3,17,59,119,13.0,0.49,0.376,0.6,7.6,23,19,0.84,6.5,0.18,0.24,42.0,1.24,0,0,0.06,30.5,0.73,0.39
14.2,11,115,96,12.1,0.21,0.119,1.19,5.8,24,22,0.92,8.2,0.08,0.26,36.9,0.75,0,2,0.037,62.6,0.77,0.4
4.8,18,87,65,1.0,0.43,0.134,1.32,15.9,24,22,0.9,8.7,0.11,0.08,45.0,1.35,2,3,0.043,41.4,0.66,0.26
8.1,7,98,79,11.5,0.4,0.095,1.23,20.4,25,22,0.87,2.7,0.16,-0.38,44.4,1.41,0,0,0.06,30.8,0.71,0.46
12.2,18,114,134,1.7,0.67,0.001,0.84,11.0,34,34,1.0,6.2,0.05,-0.06,41.6,2.1,1,1,0.021,42.1,0.79,0.53
7.8,11,80,85,13.2,0.1,0.075,0.93,14.7,22,17,0.77,1.0,0.19,-0.41,49.1,0.99,1,0,0.049,47.6,0.55,0.43
9.4,13,87,104,17.4,0.78,0.074,0.83,14.5,21,17,0.83,8.4,0.21,0.24,40.3,1.74,2,0,0.077,30.0,0.66,0.42
4.8,13,100,67,5.4,0.55,0.031,1.4,19.8,28,21,0.74,5.0,0.3,-0.67,35.1,1.54,2,2,0.053,47.4,0.55,0.38
9.3,20,61,110,8.7,0.33,0.029,0.6,8.7,20,15,0.75,2.4,0.29,0.29,49.6,0.55,3,0,0.006,43.0,0.7,0.35
7.4,12,81,86,7.0,0.48,0.189,0.93,10.9,28,26,0.91,7.0,0.16,0.32,46.0,1.14,3,3,0.023,37.4,0.73,0.34
11.0,11,83,131,16.2,0.27,0.167,0.63,10.3,35,25,0.7,4.9,0.17,-0.34,44.5,1.12,2,1,0.042,30.0,0.58,0.43
11.6,12,56,123,10.5,0.49,0.162,0.6,12.4,32,31,0.97,9.8,0.06,-0.09,40.6,2.34,3,1,0.006,58.3,0.78,0.48
15.0,13,137,85,18.6,0.15,0.036,1.4,24.5,22,20,0.89,3.3,0.12,-0.24,43.4,1.77,2,1,0.054,38.0,0.74,0.41
9.7,16,44,96,12.1,0.37,0.415,0.6,12.2,25,21,0.83,12.7,0.22,0.01,37.0,1.57,0,1,0.052,30.0,0.69,0.48
9.0,8,47,83,11.2,0.36,0.131,0.6,7.7,26,21,0.8,8.6,0.14,0.38,41.1,0.0,3,2,0.07,50.3,0.67,0.32
8.6,15,112,57,10.3,0.56,0.064,1.4,6.2,25,18,0.74,9.9,0.24,0.22,38.4,0.55,1,2,0.04,50.7,0.71,0.22
6.9,15,97,74,14.1,0.23,0.066,1.29,18.3,21,21,0.98,2.9,0.07,-0.1,43.0,1.86,1,0,0.055,59.0,0.74,0.35
9.0,10,54,105,1.3,0.13,0.237,0.6,7.7,21,19,0.91,11.4,0.03,0.44,45.7,1.89,2,1,0.015,51.2,0.84,0.33
7.1,9,95,109,10.4,0.61,0.043,0.86,15.3,19,15,0.8,2.4,0.21,0.24,37.8,1.13,2,0,0.0,47.1,0.73,0.25
8.5,8,116,104,9.6,0.41,0.178,1.1,8.6,24,17,0.72,5.4,0.28,-0.23,44.9,1.51,2,0,0.014,37.7,0.65,0.44
12.0,12,79,90,13.6,0.29,0.031,0.87,5.7,30,24,0.8,9.9,0.19,-0.1,42.8,1.48,6,1,0.005,37.7,0.7,0.41
5.0,18,144,127,9.1,0.31,0.057,1.12,15.0,23,17,0.76,7.5,0.27,0.29,44.7,1.58,1,1,0.034,55.1,0.7,0.24
11.4,12,36,101,4.8,0.57,0.096,0.6,8.8,23,22,0.94,2.3,0.01,0.41,41.0,1.31,4,2,0.037,42.6,0.79,0.38
12.0,15,97,121,10.0,0.23,0.041,0.8,14.1,25,23,0.92,9.4,0.05,0.42,44.8,1.91,2,0,0.052,30.0,0.83,0.33
7.6,10,109,46,4.6,0.33,0.025,1.4,14.5,27,23,0.85,7.0,0.14,0.73,39.2,2.05,4,2,0.011,39.8,0.82,0.17
2.0,9,102,30,1.0,0.29,0.109,1.4,14.7,19,18,0.97,4.8,0.0,0.26,35.3,1.02,1,0,0.017,44.2,0.79,0.19
6.2,9,74,108,13.6,0.36,0.018,0.68,10.7,21,16,0.75,1.4,0.3,-0.1,36.2,0.9,3,0,0.064,30.0,0.63,0.41
11.9,9,72,57,12.9,0.39,0.021,1.24,15.4,21,18,0.84,7.3,0.12,0.38,40.0,1.1,2,3,0.046,56.2,0.73,0.32
